"","shipmode","sales","quantity","discount","profit","segment","region","state","subcategory","category","orderdate_day","orderdate_weekday","orderdate_month","orderdate_year","shipdate_day","shipdate_weekday","shipdate_month","shipdate_year","preparationtime"
"4033","First Class",4.401,3,0.7,-3.5208,"Consumer","West","Arizona","Binders                                           ","Office Supplies",6,"Donnerstag",11,2014,9,"Sonntag",11,2014,3
"4034","Standard Class",2.934,3,0.8,-4.9878,"Consumer","Central","Texas","Binders                                           ","Office Supplies",6,"Donnerstag",2,2014,13,"Donnerstag",2,2014,7
"4035","Second Class",13.944,3,0.2,4.5318,"Corporate","West","California","Binders                                           ","Office Supplies",25,"Freitag",4,2014,28,"Montag",4,2014,3
"4036","Second Class",12.201,7,0.7,-9.7608,"Home Office","East","Ohio","Binders                                           ","Office Supplies",24,"Donnerstag",9,2015,27,"Sonntag",9,2015,3
"4037","Standard Class",17.43,3,0,8.0178,"Consumer","Central","Nebraska","Binders                                           ","Office Supplies",13,"Sonntag",4,2014,20,"Sonntag",4,2014,7
"4038","Standard Class",23.24,5,0.2,7.553,"Home Office","West","California","Binders                                           ","Office Supplies",30,"Samstag",4,2016,4,"Mittwoch",5,2016,4
"4039","First Class",9.296,2,0.2,3.0212,"Home Office","West","Washington","Binders                                           ","Office Supplies",5,"Montag",12,2016,6,"Dienstag",12,2016,1
"4040","Standard Class",9.296,2,0.2,3.0212,"Consumer","West","California","Binders                                           ","Office Supplies",4,"Mittwoch",11,2015,9,"Montag",11,2015,5
"4041","Standard Class",8.134,7,0.8,-13.8278,"Consumer","Central","Illinois","Binders                                           ","Office Supplies",31,"Sonntag",3,2013,4,"Donnerstag",4,2013,4
"4042","Standard Class",3.486,2,0.7,-2.7888,"Corporate","East","Pennsylvania","Binders                                           ","Office Supplies",30,"Sonntag",8,2015,4,"Freitag",9,2015,5
"4043","Standard Class",5.229,3,0.7,-4.1832,"Consumer","East","Ohio","Binders                                           ","Office Supplies",4,"Donnerstag",2,2016,9,"Dienstag",2,2016,5
"4044","Second Class",17.38,2,0,8.69,"Corporate","Central","Indiana","Binders                                           ","Office Supplies",13,"Freitag",11,2015,16,"Montag",11,2015,3
"4045","Standard Class",60.83,7,0,30.415,"Corporate","Central","South Dakota","Binders                                           ","Office Supplies",20,"Mittwoch",7,2016,25,"Montag",7,2016,5
"4046","Standard Class",13.904,2,0.2,5.214,"Consumer","West","Washington","Binders                                           ","Office Supplies",30,"Sonntag",10,2016,6,"Sonntag",11,2016,7
"4047","Standard Class",10.428,4,0.7,-6.952,"Home Office","East","Pennsylvania","Binders                                           ","Office Supplies",5,"Samstag",4,2014,10,"Donnerstag",4,2014,5
"4048","Second Class",17.38,2,0,8.69,"Corporate","Central","Indiana","Binders                                           ","Office Supplies",1,"Mittwoch",6,2016,3,"Freitag",6,2016,2
"4049","Standard Class",33.28,5,0.8,-49.92,"Corporate","Central","Texas","Binders                                           ","Office Supplies",17,"Samstag",5,2014,21,"Mittwoch",5,2014,4
"4050","Standard Class",19.968,2,0.7,-13.312,"Consumer","West","Colorado","Binders                                           ","Office Supplies",9,"Donnerstag",7,2015,13,"Montag",7,2015,4
"4051","Standard Class",69.888,7,0.7,-46.592,"Home Office","East","Ohio","Binders                                           ","Office Supplies",11,"Mittwoch",11,2015,15,"Sonntag",11,2015,4
"4052","Standard Class",79.872,3,0.2,29.952,"Corporate","West","New Mexico","Binders                                           ","Office Supplies",12,"Mittwoch",10,2016,18,"Dienstag",10,2016,6
"4053","Standard Class",133.12,5,0.2,49.92,"Consumer","West","California","Binders                                           ","Office Supplies",19,"Donnerstag",5,2016,24,"Dienstag",5,2016,5
"4054","Second Class",79.872,3,0.2,29.952,"Corporate","East","New York","Binders                                           ","Office Supplies",15,"Montag",9,2014,19,"Freitag",9,2014,4
"4055","First Class",53.248,2,0.2,19.968,"Consumer","West","California","Binders                                           ","Office Supplies",6,"Freitag",11,2015,9,"Montag",11,2015,3
"4056","Second Class",299.52,9,0,149.76,"Home Office","East","Delaware","Binders                                           ","Office Supplies",13,"Freitag",5,2016,18,"Mittwoch",5,2016,5
"4057","First Class",39.936,4,0.7,-26.624,"Consumer","South","Florida","Binders                                           ","Office Supplies",15,"Montag",6,2015,18,"Donnerstag",6,2015,3
"4058","Standard Class",232.96,7,0,116.48,"Corporate","South","Virginia","Binders                                           ","Office Supplies",16,"Freitag",10,2015,21,"Mittwoch",10,2015,5
"4059","Standard Class",5.214,2,0.7,-4.1712,"Corporate","West","Arizona","Binders                                           ","Office Supplies",13,"Freitag",12,2013,17,"Dienstag",12,2013,4
"4060","Standard Class",13.904,2,0.2,4.5188,"Consumer","East","New York","Binders                                           ","Office Supplies",18,"Donnerstag",7,2013,23,"Dienstag",7,2013,5
"4061","Standard Class",13.904,2,0.2,4.5188,"Corporate","West","Washington","Binders                                           ","Office Supplies",17,"Donnerstag",11,2016,24,"Donnerstag",11,2016,7
"4062","Standard Class",8.69,5,0.8,-14.773,"Consumer","Central","Illinois","Binders                                           ","Office Supplies",26,"Donnerstag",12,2013,31,"Dienstag",12,2013,5
"4063","Second Class",13.904,2,0.2,4.5188,"Consumer","West","California","Binders                                           ","Office Supplies",25,"Montag",4,2016,29,"Freitag",4,2016,4
"4064","Standard Class",20.856,8,0.7,-16.6848,"Corporate","East","Ohio","Binders                                           ","Office Supplies",25,"Sonntag",8,2013,30,"Freitag",8,2013,5
"4065","First Class",34.76,5,0.2,11.297,"Home Office","West","Washington","Binders                                           ","Office Supplies",23,"Mittwoch",3,2016,26,"Samstag",3,2016,3
"4066","Standard Class",48.664,7,0.2,15.8158,"Consumer","West","Washington","Binders                                           ","Office Supplies",16,"Mittwoch",9,2015,21,"Montag",9,2015,5
"4067","Standard Class",13.904,2,0.2,4.5188,"Corporate","West","California","Binders                                           ","Office Supplies",30,"Freitag",12,2016,3,"Dienstag",1,2017,4
"4068","Standard Class",5.214,2,0.7,-4.1712,"Corporate","West","Arizona","Binders                                           ","Office Supplies",20,"Sonntag",12,2015,26,"Samstag",12,2015,6
"4069","Standard Class",102.72,3,0.2,37.236,"Consumer","West","Utah","Binders                                           ","Office Supplies",19,"Freitag",8,2016,23,"Dienstag",8,2016,4
"4070","First Class",273.92,8,0.2,99.296,"Corporate","West","California","Binders                                           ","Office Supplies",10,"Donnerstag",12,2015,13,"Sonntag",12,2015,3
"4071","Second Class",34.24,4,0.8,-53.072,"Corporate","Central","Texas","Binders                                           ","Office Supplies",12,"Donnerstag",5,2016,15,"Sonntag",5,2016,3
"4072","Standard Class",25.68,3,0.8,-39.804,"Consumer","Central","Texas","Binders                                           ","Office Supplies",25,"Sonntag",8,2013,29,"Donnerstag",8,2013,4
"4073","Standard Class",128.4,3,0,62.916,"Consumer","East","Delaware","Binders                                           ","Office Supplies",21,"Samstag",11,2015,25,"Mittwoch",11,2015,4
"4074","Standard Class",64.2,5,0.7,-44.94,"Corporate","East","Pennsylvania","Binders                                           ","Office Supplies",3,"Dienstag",5,2016,8,"Sonntag",5,2016,5
"4075","Standard Class",166.92,13,0.7,-116.844,"Corporate","East","Ohio","Binders                                           ","Office Supplies",15,"Samstag",11,2014,20,"Donnerstag",11,2014,5
"4076","Standard Class",38.52,3,0.7,-26.964,"Consumer","South","Florida","Binders                                           ","Office Supplies",9,"Montag",6,2014,16,"Montag",6,2014,7
"4077","Standard Class",3.81,1,0,1.8288,"Corporate","East","Connecticut","Binders                                           ","Office Supplies",19,"Freitag",7,2013,24,"Mittwoch",7,2013,5
"4078","First Class",3.048,1,0.2,1.0668,"Home Office","East","New York","Binders                                           ","Office Supplies",2,"Mittwoch",9,2015,4,"Freitag",9,2015,2
"4079","Standard Class",2.286,2,0.7,-1.6764,"Consumer","East","Ohio","Binders                                           ","Office Supplies",14,"Freitag",2,2014,19,"Mittwoch",2,2014,5
"4080","Standard Class",6.096,2,0.2,2.1336,"Home Office","West","Washington","Binders                                           ","Office Supplies",6,"Samstag",9,2014,12,"Freitag",9,2014,6
"4081","Second Class",9.144,3,0.2,3.2004,"Corporate","East","New York","Binders                                           ","Office Supplies",15,"Mittwoch",7,2015,19,"Sonntag",7,2015,4
"4082","Second Class",2.286,3,0.8,-3.6576,"Corporate","Central","Texas","Binders                                           ","Office Supplies",30,"Montag",12,2013,1,"Mittwoch",1,2014,2
"4083","Standard Class",15.24,5,0.2,5.334,"Home Office","West","California","Binders                                           ","Office Supplies",9,"Sonntag",8,2015,16,"Sonntag",8,2015,7
"4084","Second Class",4.788,3,0.8,-7.9002,"Consumer","Central","Illinois","Binders                                           ","Office Supplies",17,"Donnerstag",12,2015,21,"Montag",12,2015,4
"4085","Standard Class",19.152,3,0.2,6.4638,"Home Office","West","California","Binders                                           ","Office Supplies",7,"Donnerstag",8,2014,12,"Dienstag",8,2014,5
"4086","Standard Class",7.98,5,0.8,-13.167,"Corporate","Central","Texas","Binders                                           ","Office Supplies",21,"Freitag",11,2014,27,"Donnerstag",11,2014,6
"4087","Same Day",6.384,1,0.2,2.1546,"Home Office","West","California","Binders                                           ","Office Supplies",31,"Donnerstag",12,2015,31,"Donnerstag",12,2015,0
"4088","Second Class",17.04,3,0.2,5.538,"Consumer","West","Idaho","Binders                                           ","Office Supplies",27,"Freitag",3,2015,29,"Sonntag",3,2015,2
"4089","First Class",28.4,4,0,13.064,"Consumer","Central","Missouri","Binders                                           ","Office Supplies",7,"Donnerstag",8,2014,8,"Freitag",8,2014,1
"4090","Same Day",14.2,2,0,6.532,"Consumer","South","South Carolina","Binders                                           ","Office Supplies",2,"Donnerstag",7,2015,2,"Donnerstag",7,2015,0
"4091","Second Class",22.72,4,0.2,7.384,"Consumer","West","California","Binders                                           ","Office Supplies",27,"Dienstag",8,2013,1,"Sonntag",9,2013,5
"4092","Standard Class",22.72,4,0.2,7.384,"Consumer","West","California","Binders                                           ","Office Supplies",29,"Freitag",5,2015,4,"Donnerstag",6,2015,6
"4093","Standard Class",21.3,3,0,9.798,"Consumer","South","Kentucky","Binders                                           ","Office Supplies",21,"Montag",4,2014,28,"Montag",4,2014,7
"4094","Same Day",17.04,3,0.2,5.538,"Corporate","West","California","Binders                                           ","Office Supplies",26,"Montag",9,2016,26,"Montag",9,2016,0
"4095","Standard Class",49.536,3,0.2,17.3376,"Consumer","East","New York","Binders                                           ","Office Supplies",15,"Donnerstag",1,2015,21,"Mittwoch",1,2015,6
"4096","Same Day",41.28,2,0,19.8144,"Corporate","Central","Michigan","Binders                                           ","Office Supplies",20,"Freitag",5,2016,20,"Freitag",5,2016,0
"4097","Standard Class",66.048,4,0.2,23.1168,"Consumer","West","Nevada","Binders                                           ","Office Supplies",21,"Freitag",11,2014,25,"Dienstag",11,2014,4
"4098","Standard Class",12.384,3,0.8,-19.8144,"Consumer","Central","Texas","Binders                                           ","Office Supplies",25,"Sonntag",8,2013,29,"Donnerstag",8,2013,4
"4099","Second Class",33.024,2,0.2,11.5584,"Home Office","West","California","Binders                                           ","Office Supplies",9,"Mittwoch",9,2015,11,"Freitag",9,2015,2
"4100","Standard Class",82.56,5,0.2,28.896,"Home Office","West","California","Binders                                           ","Office Supplies",3,"Samstag",9,2016,8,"Donnerstag",9,2016,5
"4101","First Class",49.536,3,0.2,17.3376,"Corporate","West","California","Binders                                           ","Office Supplies",29,"Donnerstag",10,2015,30,"Freitag",10,2015,1
"4102","Second Class",31.248,7,0.2,10.9368,"Corporate","West","California","Binders                                           ","Office Supplies",21,"Samstag",2,2015,26,"Donnerstag",2,2015,5
