shipmode,sales,quantity,discount_pct,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime,order_date,ship_date,profit_pct
First Class,7.184,2,20.0,2.245,Corporate,West,California,Binders                                           ,Office Supplies,4,Thursday,4,2013,5,Friday,4,2013,1,2013-04-04,2013-04-05,31.25
Standard Class,3.592,1,20.0,1.1225,Consumer,East,New York,Binders                                           ,Office Supplies,2,Thursday,4,2015,6,Monday,4,2015,4,2015-04-02,2015-04-06,31.25
Standard Class,6.286,7,80.0,-11.0005,Consumer,Central,Texas,Binders                                           ,Office Supplies,14,Wednesday,10,2015,20,Tuesday,10,2015,6,2015-10-14,2015-10-20,-175.00000000000003
Same Day,7.184,2,20.0,2.245,Corporate,West,California,Binders                                           ,Office Supplies,10,Saturday,9,2016,10,Saturday,9,2016,0,2016-09-10,2016-09-10,31.25
Standard Class,2.694,2,70.0,-2.245,Consumer,South,Florida,Binders                                           ,Office Supplies,21,Thursday,5,2015,25,Monday,5,2015,4,2015-05-21,2015-05-25,-83.33333333333334
First Class,7.184,2,20.0,2.245,Corporate,West,California,Binders                                           ,Office Supplies,28,Monday,10,2013,31,Thursday,10,2013,3,2013-10-28,2013-10-31,31.25
Standard Class,2.694,3,80.0,-4.7145,Consumer,Central,Texas,Binders                                           ,Office Supplies,21,Thursday,4,2016,27,Wednesday,4,2016,6,2016-04-21,2016-04-27,-175.0
Second Class,5.388,4,70.0,-4.49,Consumer,South,Florida,Binders                                           ,Office Supplies,2,Friday,10,2015,7,Wednesday,10,2015,5,2015-10-02,2015-10-07,-83.33333333333334
Standard Class,10.776,3,20.0,3.3675,Consumer,West,New Mexico,Binders                                           ,Office Supplies,18,Wednesday,11,2015,23,Monday,11,2015,5,2015-11-18,2015-11-23,31.25
Standard Class,0.898,1,80.0,-1.5715,Corporate,Central,Texas,Binders                                           ,Office Supplies,10,Thursday,10,2013,15,Tuesday,10,2013,5,2013-10-10,2013-10-15,-174.99999999999997
Standard Class,3.592,1,20.0,1.1225,Corporate,West,Washington,Binders                                           ,Office Supplies,23,Thursday,10,2014,28,Tuesday,10,2014,5,2014-10-23,2014-10-28,31.25
Second Class,14.368,4,20.0,4.49,Consumer,West,California,Binders                                           ,Office Supplies,1,Monday,9,2014,4,Thursday,9,2014,3,2014-09-01,2014-09-04,31.25
Standard Class,3.592,4,80.0,-6.286,Home Office,Central,Texas,Binders                                           ,Office Supplies,24,Friday,10,2014,29,Wednesday,10,2014,5,2014-10-24,2014-10-29,-174.99999999999997
Standard Class,1.908,2,70.0,-1.5264,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,21,Wednesday,9,2016,25,Sunday,9,2016,4,2016-09-21,2016-09-25,-80.0
Standard Class,1.272,2,80.0,-2.1624,Consumer,Central,Texas,Binders                                           ,Office Supplies,14,Saturday,3,2015,19,Thursday,3,2015,5,2015-03-14,2015-03-19,-170.0
Standard Class,2.862,3,70.0,-2.2896,Corporate,East,Ohio,Binders                                           ,Office Supplies,25,Sunday,8,2013,30,Friday,8,2013,5,2013-08-25,2013-08-30,-80.0
Standard Class,1.908,3,80.0,-3.2436,Consumer,Central,Illinois,Binders                                           ,Office Supplies,12,Saturday,9,2015,17,Thursday,9,2015,5,2015-09-12,2015-09-17,-170.0
Same Day,9.54,3,0.0,4.3884,Home Office,South,Arkansas,Binders                                           ,Office Supplies,4,Saturday,6,2016,4,Saturday,6,2016,0,2016-06-04,2016-06-04,46.0
First Class,1.248,3,80.0,-1.9344,Corporate,Central,Texas,Binders                                           ,Office Supplies,9,Friday,12,2016,11,Sunday,12,2016,2,2016-12-09,2016-12-11,-154.99999999999997
Standard Class,10.4,5,0.0,5.096,Consumer,Central,Indiana,Binders                                           ,Office Supplies,9,Friday,12,2016,15,Thursday,12,2016,6,2016-12-09,2016-12-15,49.0
Second Class,3.328,2,20.0,1.2064,Consumer,East,New York,Binders                                           ,Office Supplies,18,Friday,7,2014,20,Sunday,7,2014,2,2014-07-18,2014-07-20,36.25
Standard Class,14.976,9,20.0,5.4288,Home Office,West,California,Binders                                           ,Office Supplies,6,Sunday,3,2016,10,Thursday,3,2016,4,2016-03-06,2016-03-10,36.25
Standard Class,5.64,3,0.0,2.7072,Consumer,South,Georgia,Binders                                           ,Office Supplies,13,Wednesday,8,2014,17,Sunday,8,2014,4,2014-08-13,2014-08-17,48.0
Same Day,9.024,6,20.0,3.1584,Corporate,West,California,Binders                                           ,Office Supplies,2,Friday,12,2016,3,Saturday,12,2016,1,2016-12-02,2016-12-03,35.0
Second Class,10.528,7,20.0,3.6848,Home Office,East,New York,Binders                                           ,Office Supplies,24,Thursday,9,2015,29,Tuesday,9,2015,5,2015-09-24,2015-09-29,35.0
Second Class,3.76,2,0.0,1.8048,Corporate,South,Georgia,Binders                                           ,Office Supplies,14,Sunday,12,2014,16,Tuesday,12,2014,2,2014-12-14,2014-12-16,48.00000000000001
Second Class,7.52,5,20.0,2.632,Corporate,West,California,Binders                                           ,Office Supplies,7,Saturday,6,2014,9,Monday,6,2014,2,2014-06-07,2014-06-09,35.0
Second Class,5.64,3,0.0,2.7072,Corporate,South,Louisiana,Binders                                           ,Office Supplies,13,Sunday,1,2013,15,Tuesday,1,2013,2,2013-01-13,2013-01-15,48.0
Standard Class,7.236,3,70.0,-6.03,Consumer,East,Ohio,Binders                                           ,Office Supplies,18,Sunday,12,2016,23,Friday,12,2016,5,2016-12-18,2016-12-23,-83.33333333333334
Standard Class,40.2,5,0.0,18.09,Consumer,East,New Jersey,Binders                                           ,Office Supplies,11,Sunday,12,2016,17,Saturday,12,2016,6,2016-12-11,2016-12-17,44.99999999999999
Standard Class,2.412,1,70.0,-2.01,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,13,Saturday,9,2014,19,Friday,9,2014,6,2014-09-13,2014-09-19,-83.33333333333333
First Class,12.864,8,80.0,-22.512,Corporate,Central,Texas,Binders                                           ,Office Supplies,11,Thursday,8,2016,13,Saturday,8,2016,2,2016-08-11,2016-08-13,-175.0
First Class,19.296,3,20.0,6.03,Corporate,West,California,Binders                                           ,Office Supplies,21,Wednesday,10,2015,23,Friday,10,2015,2,2015-10-21,2015-10-23,31.25
Standard Class,19.296,3,20.0,6.03,Corporate,West,California,Binders                                           ,Office Supplies,31,Thursday,10,2013,4,Monday,11,2013,4,2013-10-31,2013-11-04,31.25
Standard Class,9.648,6,80.0,-16.884,Consumer,Central,Texas,Binders                                           ,Office Supplies,6,Sunday,4,2014,10,Thursday,4,2014,4,2014-04-06,2014-04-10,-175.0
Standard Class,19.296,3,20.0,6.03,Consumer,West,Washington,Binders                                           ,Office Supplies,9,Thursday,7,2015,15,Wednesday,7,2015,6,2015-07-09,2015-07-15,31.25
Second Class,40.2,5,0.0,18.09,Consumer,Central,Michigan,Binders                                           ,Office Supplies,5,Friday,4,2013,7,Sunday,4,2013,2,2013-04-05,2013-04-07,44.99999999999999
Standard Class,12.06,5,70.0,-10.05,Corporate,South,North Carolina,Binders                                           ,Office Supplies,27,Friday,5,2016,3,Friday,6,2016,7,2016-05-27,2016-06-03,-83.33333333333334
Standard Class,121.104,6,70.0,-100.92,Home Office,East,Ohio,Binders                                           ,Office Supplies,9,Thursday,4,2015,15,Wednesday,4,2015,6,2015-04-09,2015-04-15,-83.33333333333334
Standard Class,121.104,6,70.0,-100.92,Consumer,South,Florida,Binders                                           ,Office Supplies,13,Thursday,11,2014,18,Tuesday,11,2014,5,2014-11-13,2014-11-18,-83.33333333333334
Standard Class,403.68,6,0.0,181.656,Consumer,Central,Michigan,Binders                                           ,Office Supplies,1,Sunday,6,2014,5,Thursday,6,2014,4,2014-06-01,2014-06-05,45.0
Second Class,121.104,6,70.0,-100.92,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,26,Friday,9,2014,29,Monday,9,2014,3,2014-09-26,2014-09-29,-83.33333333333334
Standard Class,13.456,1,80.0,-23.548,Home Office,Central,Illinois,Binders                                           ,Office Supplies,14,Friday,10,2016,18,Tuesday,10,2016,4,2016-10-14,2016-10-18,-175.0
Second Class,107.648,2,20.0,33.64,Home Office,West,Washington,Binders                                           ,Office Supplies,7,Thursday,3,2013,11,Monday,3,2013,4,2013-03-07,2013-03-11,31.25
Standard Class,107.648,2,20.0,33.64,Corporate,West,California,Binders                                           ,Office Supplies,2,Wednesday,3,2016,8,Tuesday,3,2016,6,2016-03-02,2016-03-08,31.25
Second Class,94.192,7,80.0,-164.836,Corporate,Central,Illinois,Binders                                           ,Office Supplies,21,Thursday,7,2016,24,Sunday,7,2016,3,2016-07-21,2016-07-24,-175.00000000000003
Standard Class,82.896,3,20.0,29.0136,Home Office,West,California,Binders                                           ,Office Supplies,4,Monday,2,2013,8,Friday,2,2013,4,2013-02-04,2013-02-08,35.0
Standard Class,110.528,4,20.0,38.6848,Home Office,West,California,Binders                                           ,Office Supplies,11,Thursday,12,2014,17,Wednesday,12,2014,6,2014-12-11,2014-12-17,35.0
Second Class,20.724,2,70.0,-15.1976,Consumer,West,Arizona,Binders                                           ,Office Supplies,24,Thursday,11,2016,29,Tuesday,11,2016,5,2016-11-24,2016-11-29,-73.33333333333333
Standard Class,221.056,8,20.0,77.3696,Corporate,West,California,Binders                                           ,Office Supplies,17,Wednesday,8,2016,24,Wednesday,8,2016,7,2016-08-17,2016-08-24,35.0
Standard Class,31.086,3,70.0,-22.7964,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,28,Friday,6,2013,2,Tuesday,7,2013,4,2013-06-28,2013-07-02,-73.33333333333333
Standard Class,63.96,4,0.0,30.7008,Corporate,South,Virginia,Binders                                           ,Office Supplies,1,Monday,12,2014,7,Sunday,12,2014,6,2014-12-01,2014-12-07,48.0
Second Class,25.584,2,20.0,8.9544,Corporate,West,Utah,Binders                                           ,Office Supplies,17,Saturday,9,2016,21,Wednesday,9,2016,4,2016-09-17,2016-09-21,35.0
First Class,25.584,2,20.0,8.9544,Corporate,East,New York,Binders                                           ,Office Supplies,30,Thursday,5,2013,1,Saturday,6,2013,2,2013-05-30,2013-06-01,35.0
Standard Class,22.386,7,80.0,-35.8176,Corporate,Central,Texas,Binders                                           ,Office Supplies,16,Monday,3,2015,20,Friday,3,2015,4,2015-03-16,2015-03-20,-160.0
Standard Class,38.376,3,20.0,13.4316,Consumer,West,California,Binders                                           ,Office Supplies,1,Friday,1,2016,7,Thursday,1,2016,6,2016-01-01,2016-01-07,35.0
Standard Class,25.584,2,20.0,8.9544,Consumer,East,New York,Binders                                           ,Office Supplies,23,Wednesday,12,2015,27,Sunday,12,2015,4,2015-12-23,2015-12-27,35.0
Standard Class,28.782,6,70.0,-21.1068,Consumer,South,North Carolina,Binders                                           ,Office Supplies,3,Saturday,12,2016,10,Saturday,12,2016,7,2016-12-03,2016-12-10,-73.33333333333333
First Class,79.95,5,0.0,38.376,Consumer,East,New Jersey,Binders                                           ,Office Supplies,28,Saturday,11,2015,1,Tuesday,12,2015,3,2015-11-28,2015-12-01,47.99999999999999
Second Class,58.72,4,0.0,27.0112,Consumer,South,Georgia,Binders                                           ,Office Supplies,1,Saturday,3,2014,2,Sunday,3,2014,1,2014-03-01,2014-03-02,46.0
Standard Class,17.616,4,70.0,-14.0928,Corporate,South,North Carolina,Binders                                           ,Office Supplies,29,Thursday,10,2015,5,Thursday,11,2015,7,2015-10-29,2015-11-05,-80.0
Standard Class,35.232,3,20.0,11.4504,Consumer,East,New York,Binders                                           ,Office Supplies,3,Thursday,12,2015,8,Tuesday,12,2015,5,2015-12-03,2015-12-08,32.5
Standard Class,30.828,7,70.0,-24.6624,Consumer,South,North Carolina,Binders                                           ,Office Supplies,8,Thursday,1,2015,13,Tuesday,1,2015,5,2015-01-08,2015-01-13,-80.0
Standard Class,70.464,6,20.0,22.9008,Corporate,West,California,Binders                                           ,Office Supplies,16,Wednesday,3,2016,21,Monday,3,2016,5,2016-03-16,2016-03-21,32.5
Second Class,11.744,1,20.0,3.8168,Consumer,West,California,Binders                                           ,Office Supplies,30,Friday,10,2015,2,Monday,11,2015,3,2015-10-30,2015-11-02,32.5
Second Class,88.08,6,0.0,40.5168,Consumer,East,Connecticut,Binders                                           ,Office Supplies,2,Wednesday,12,2015,6,Sunday,12,2015,4,2015-12-02,2015-12-06,46.00000000000001
Second Class,29.36,2,0.0,13.5056,Consumer,South,Kentucky,Binders                                           ,Office Supplies,9,Friday,12,2016,12,Monday,12,2016,3,2016-12-09,2016-12-12,46.0
Standard Class,8.808,3,80.0,-14.9736,Consumer,Central,Illinois,Binders                                           ,Office Supplies,4,Friday,9,2015,10,Thursday,9,2015,6,2015-09-04,2015-09-10,-170.0
Standard Class,35.232,3,20.0,11.4504,Corporate,East,New York,Binders                                           ,Office Supplies,12,Thursday,11,2015,17,Tuesday,11,2015,5,2015-11-12,2015-11-17,32.5
Standard Class,6.294,1,70.0,-4.196,Consumer,East,Pennsylvania,Binders                                           ,Office Supplies,24,Sunday,5,2015,28,Thursday,5,2015,4,2015-05-24,2015-05-28,-66.66666666666666
Standard Class,100.704,6,20.0,37.764,Consumer,West,Washington,Binders                                           ,Office Supplies,12,Friday,8,2016,19,Friday,8,2016,7,2016-08-12,2016-08-19,37.50000000000001
Second Class,83.92,5,20.0,31.47,Corporate,West,California,Binders                                           ,Office Supplies,7,Saturday,9,2013,12,Thursday,9,2013,5,2013-09-07,2013-09-12,37.5
Standard Class,67.136,4,20.0,25.176,Home Office,West,California,Binders                                           ,Office Supplies,28,Wednesday,10,2015,1,Sunday,11,2015,4,2015-10-28,2015-11-01,37.5
Standard Class,415.176,3,20.0,134.9322,Consumer,East,New York,Binders                                           ,Office Supplies,3,Thursday,12,2015,8,Tuesday,12,2015,5,2015-12-03,2015-12-08,32.5
Second Class,51.897,1,70.0,-41.5176,Corporate,East,Pennsylvania,Binders                                           ,Office Supplies,14,Saturday,3,2015,16,Monday,3,2015,2,2015-03-14,2015-03-16,-80.0
Second Class,276.784,2,20.0,89.9548,Consumer,West,California,Binders                                           ,Office Supplies,11,Friday,9,2015,13,Sunday,9,2015,2,2015-09-11,2015-09-13,32.5
First Class,691.96,4,0.0,318.3016,Consumer,South,Arkansas,Binders                                           ,Office Supplies,22,Thursday,9,2016,23,Friday,9,2016,1,2016-09-22,2016-09-23,46.0
First Class,276.784,2,20.0,89.9548,Consumer,East,New York,Binders                                           ,Office Supplies,20,Thursday,8,2015,21,Friday,8,2015,1,2015-08-20,2015-08-21,32.5
Standard Class,276.784,2,20.0,89.9548,Corporate,West,California,Binders                                           ,Office Supplies,25,Monday,1,2016,30,Saturday,1,2016,5,2016-01-25,2016-01-30,32.5
First Class,276.784,2,20.0,89.9548,Consumer,East,New York,Binders                                           ,Office Supplies,8,Sunday,11,2015,10,Tuesday,11,2015,2,2015-11-08,2015-11-10,32.5
